pdb	scenario	struct	model_flexref	fnat_flex	model_rigidbody	fnat_rigid	fnat_diff
7voaA	real	u	flexref_158.pdb	0.288	rigidbody_492.pdb	0.288	0.000
7voaA	real	u	flexref_3.pdb	0.269	rigidbody_6.pdb	0.154	0.115
7voaA	real	u	flexref_191.pdb	0.462	rigidbody_363.pdb	0.288	0.174
7voaA	real	u	flexref_90.pdb	0.308	rigidbody_512.pdb	0.308	0.000
7voaA	real	u	flexref_98.pdb	0.308	rigidbody_549.pdb	0.308	0.000
7voaA	real	u	flexref_5.pdb	0.462	rigidbody_56.pdb	0.288	0.174
7voaA	real	u	flexref_182.pdb	0.346	rigidbody_561.pdb	0.308	0.038
7voaA	real	u	flexref_184.pdb	0.308	rigidbody_566.pdb	0.288	0.020
7voaA	real	u	flexref_4.pdb	0.385	rigidbody_124.pdb	0.308	0.077
7voaA	real	u	flexref_111.pdb	0.269	rigidbody_530.pdb	0.288	-0.019
7voaA	real	u	flexref_38.pdb	0.442	rigidbody_70.pdb	0.308	0.134
7voaA	real	u	flexref_85.pdb	0.269	rigidbody_485.pdb	0.250	0.019
7voaA	real	u	flexref_143.pdb	0.269	rigidbody_445.pdb	0.288	-0.019
7voaA	real	u	flexref_172.pdb	0.635	rigidbody_108.pdb	0.269	0.366
7voaA	real	u	flexref_183.pdb	0.288	rigidbody_41.pdb	0.173	0.115
7voaA	real	u	flexref_124.pdb	0.327	rigidbody_473.pdb	0.308	0.019
7voaA	real	u	flexref_71.pdb	0.288	rigidbody_92.pdb	0.154	0.134
7voaA	real	u	flexref_29.pdb	0.423	rigidbody_297.pdb	0.327	0.096
7voaA	real	u	flexref_198.pdb	0.404	rigidbody_542.pdb	0.404	0.000
7voaA	real	u	flexref_123.pdb	0.404	rigidbody_97.pdb	0.288	0.116
7voaA	real	u	flexref_157.pdb	0.269	rigidbody_462.pdb	0.288	-0.019
7voaA	real	u	flexref_160.pdb	0.269	rigidbody_446.pdb	0.288	-0.019
7voaA	real	u	flexref_126.pdb	0.346	rigidbody_28.pdb	0.269	0.077
7voaA	real	u	flexref_156.pdb	0.346	rigidbody_43.pdb	0.231	0.115
7voaA	real	u	flexref_73.pdb	0.385	rigidbody_451.pdb	0.385	0.000
7voaA	real	u	flexref_54.pdb	0.288	rigidbody_508.pdb	0.308	-0.020
7voaA	real	u	flexref_167.pdb	0.250	rigidbody_565.pdb	0.288	-0.038
7voaA	real	u	flexref_118.pdb	0.231	rigidbody_533.pdb	0.288	-0.057
7voaA	real	u	flexref_188.pdb	0.250	rigidbody_483.pdb	0.288	-0.038
7voaA	real	u	flexref_195.pdb	0.308	rigidbody_454.pdb	0.308	0.000
7voaA	real	u	flexref_69.pdb	0.481	rigidbody_40.pdb	0.250	0.231
7voaA	real	u	flexref_187.pdb	0.385	rigidbody_498.pdb	0.404	-0.019
7voaA	real	u	flexref_145.pdb	0.269	rigidbody_515.pdb	0.308	-0.039
7voaA	real	u	flexref_137.pdb	0.288	rigidbody_531.pdb	0.288	0.000
7voaA	real	u	flexref_169.pdb	0.346	rigidbody_9.pdb	0.288	0.058
7voaA	real	u	flexref_108.pdb	0.365	rigidbody_22.pdb	0.212	0.153
7voaA	real	u	flexref_147.pdb	0.385	rigidbody_84.pdb	0.173	0.212
7voaA	real	u	flexref_15.pdb	0.423	rigidbody_406.pdb	0.308	0.115
7voaA	real	u	flexref_28.pdb	0.500	rigidbody_368.pdb	0.308	0.192
7voaA	real	u	flexref_199.pdb	0.269	rigidbody_35.pdb	0.192	0.077
7voaA	real	u	flexref_119.pdb	0.288	rigidbody_23.pdb	0.192	0.096
7voaA	real	u	flexref_70.pdb	0.269	rigidbody_31.pdb	0.173	0.096
7voaA	real	u	flexref_72.pdb	0.250	rigidbody_430.pdb	0.288	-0.038
7voaA	real	u	flexref_129.pdb	0.269	rigidbody_458.pdb	0.288	-0.019
7voaA	real	u	flexref_170.pdb	0.288	rigidbody_453.pdb	0.308	-0.020
7voaA	real	u	flexref_189.pdb	0.385	rigidbody_563.pdb	0.346	0.039
7voaA	real	u	flexref_99.pdb	0.365	rigidbody_88.pdb	0.288	0.077
7voaA	real	u	flexref_200.pdb	0.346	rigidbody_463.pdb	0.385	-0.039
7voaA	real	u	flexref_16.pdb	0.423	rigidbody_376.pdb	0.308	0.115
7voaA	real	u	flexref_149.pdb	0.385	rigidbody_487.pdb	0.346	0.039
7voaA	real	u	flexref_138.pdb	0.327	rigidbody_61.pdb	0.173	0.154
7voaA	real	u	flexref_78.pdb	0.308	rigidbody_134.pdb	0.231	0.077
7voaA	real	u	flexref_139.pdb	0.269	rigidbody_488.pdb	0.269	0.000
7voaA	real	u	flexref_175.pdb	0.385	rigidbody_287.pdb	0.288	0.097
7voaA	real	u	flexref_62.pdb	0.423	rigidbody_130.pdb	0.231	0.192
7voaA	real	u	flexref_30.pdb	0.327	rigidbody_290.pdb	0.250	0.077
7voaA	real	u	flexref_74.pdb	0.231	rigidbody_327.pdb	0.288	-0.057
7voaA	real	u	flexref_162.pdb	0.327	rigidbody_428.pdb	0.308	0.019
7voaA	real	u	flexref_66.pdb	0.192	rigidbody_51.pdb	0.154	0.038
7voaA	real	u	flexref_27.pdb	0.385	rigidbody_422.pdb	0.308	0.077
7voaA	real	u	flexref_106.pdb	0.423	rigidbody_5.pdb	0.231	0.192
7voaA	real	u	flexref_121.pdb	0.173	rigidbody_830.pdb	0.135	0.038
7voaA	real	u	flexref_95.pdb	0.365	rigidbody_288.pdb	0.308	0.057
7voaA	real	u	flexref_7.pdb	0.404	rigidbody_317.pdb	0.327	0.077
7voaA	real	u	flexref_133.pdb	0.327	rigidbody_307.pdb	0.288	0.039
7voaA	real	u	flexref_101.pdb	0.442	rigidbody_412.pdb	0.308	0.134
7voaA	real	u	flexref_33.pdb	0.346	rigidbody_444.pdb	0.346	0.000
7voaA	real	u	flexref_122.pdb	0.250	rigidbody_72.pdb	0.173	0.077
7voaA	real	u	flexref_49.pdb	0.250	rigidbody_405.pdb	0.288	-0.038
7voaA	real	u	flexref_9.pdb	0.327	rigidbody_410.pdb	0.288	0.039
7voaA	real	u	flexref_131.pdb	0.288	rigidbody_416.pdb	0.250	0.038
7voaA	real	u	flexref_171.pdb	0.269	rigidbody_321.pdb	0.288	-0.019
7voaA	real	u	flexref_87.pdb	0.154	rigidbody_413.pdb	0.212	-0.058
7voaA	loose	b	flexref_33.pdb	0.385	rigidbody_134.pdb	0.288	0.097
7voaA	loose	b	flexref_34.pdb	0.327	rigidbody_37.pdb	0.288	0.039
7voaA	loose	b	flexref_29.pdb	0.442	rigidbody_26.pdb	0.327	0.115
7voaA	loose	b	flexref_190.pdb	0.442	rigidbody_530.pdb	0.346	0.096
7voaA	loose	b	flexref_159.pdb	0.288	rigidbody_349.pdb	0.192	0.096
7voaA	loose	b	flexref_2.pdb	0.500	rigidbody_102.pdb	0.654	-0.154
7voaA	loose	b	flexref_142.pdb	0.577	rigidbody_207.pdb	0.462	0.115
7voaA	loose	b	flexref_1.pdb	0.673	rigidbody_2.pdb	0.635	0.038
7voaA	loose	b	flexref_14.pdb	0.423	rigidbody_63.pdb	0.365	0.058
7voaA	loose	b	flexref_4.pdb	0.385	rigidbody_75.pdb	0.365	0.020
7voaA	loose	b	flexref_6.pdb	0.442	rigidbody_121.pdb	0.558	-0.116
7voaA	loose	b	flexref_9.pdb	0.404	rigidbody_78.pdb	0.365	0.039
7voaA	loose	b	flexref_13.pdb	0.462	rigidbody_38.pdb	0.365	0.097
7voaA	loose	b	flexref_5.pdb	0.385	rigidbody_12.pdb	0.365	0.020
7voaA	loose	b	flexref_98.pdb	0.538	rigidbody_254.pdb	0.462	0.076
7voaA	loose	b	flexref_15.pdb	0.385	rigidbody_309.pdb	0.308	0.077
7voaA	loose	b	flexref_75.pdb	0.558	rigidbody_619.pdb	0.462	0.096
7voaA	loose	b	flexref_49.pdb	0.404	rigidbody_98.pdb	0.365	0.039
7voaA	loose	b	flexref_3.pdb	0.558	rigidbody_337.pdb	0.462	0.096
7voaA	loose	b	flexref_22.pdb	0.404	rigidbody_50.pdb	0.365	0.039
7voaA	loose	b	flexref_26.pdb	0.538	rigidbody_314.pdb	0.365	0.173
7voaA	loose	b	flexref_44.pdb	0.385	rigidbody_541.pdb	0.327	0.058
7voaA	loose	b	flexref_57.pdb	0.269	rigidbody_291.pdb	0.288	-0.019
7voaA	loose	b	flexref_12.pdb	0.365	rigidbody_83.pdb	0.365	0.000
7voaA	loose	b	flexref_16.pdb	0.365	rigidbody_58.pdb	0.385	-0.020
7voaA	loose	b	flexref_20.pdb	0.346	rigidbody_104.pdb	0.346	0.000
7voaA	loose	b	flexref_25.pdb	0.404	rigidbody_509.pdb	0.346	0.058
7voaA	loose	b	flexref_121.pdb	0.365	rigidbody_966.pdb	0.288	0.077
7voaA	loose	b	flexref_110.pdb	0.538	rigidbody_171.pdb	0.404	0.134
7voaA	loose	b	flexref_188.pdb	0.308	rigidbody_731.pdb	0.308	0.000
7voaA	loose	b	flexref_7.pdb	0.346	rigidbody_426.pdb	0.288	0.058
7voaA	loose	b	flexref_45.pdb	0.404	rigidbody_51.pdb	0.327	0.077
7voaA	loose	b	flexref_140.pdb	0.173	rigidbody_384.pdb	0.173	0.000
7voaA	loose	b	flexref_111.pdb	0.308	rigidbody_131.pdb	0.269	0.039
7voaA	real	b	flexref_168.pdb	0.423	rigidbody_125.pdb	0.327	0.096
7voaA	real	b	flexref_129.pdb	0.442	rigidbody_46.pdb	0.308	0.134
7voaA	real	b	flexref_162.pdb	0.615	rigidbody_507.pdb	0.365	0.250
7voaA	real	b	flexref_180.pdb	0.481	rigidbody_119.pdb	0.346	0.135
7voaA	real	b	flexref_185.pdb	0.346	rigidbody_320.pdb	0.212	0.134
7voaA	real	b	flexref_124.pdb	0.385	rigidbody_401.pdb	0.269	0.116
7voaA	real	b	flexref_63.pdb	0.712	rigidbody_400.pdb	0.500	0.212
7voaA	real	b	flexref_97.pdb	0.442	rigidbody_14.pdb	0.327	0.115
7voaA	real	b	flexref_145.pdb	0.385	rigidbody_57.pdb	0.288	0.097
7voaA	real	b	flexref_105.pdb	0.635	rigidbody_465.pdb	0.385	0.250
7voaA	real	b	flexref_154.pdb	0.615	rigidbody_448.pdb	0.365	0.250
7voaA	real	b	flexref_1.pdb	0.712	rigidbody_115.pdb	0.673	0.039
7voaA	real	b	flexref_36.pdb	0.692	rigidbody_420.pdb	0.538	0.154
7voaA	real	b	flexref_24.pdb	0.769	rigidbody_114.pdb	0.654	0.115
7voaA	real	b	flexref_11.pdb	0.731	rigidbody_50.pdb	0.654	0.077
7voaA	real	b	flexref_46.pdb	0.481	rigidbody_60.pdb	0.365	0.116
7voaA	real	b	flexref_14.pdb	0.712	rigidbody_73.pdb	0.654	0.058
7voaA	real	b	flexref_17.pdb	0.673	rigidbody_36.pdb	0.673	0.000
7voaA	real	b	flexref_184.pdb	0.596	rigidbody_508.pdb	0.346	0.250
7voaA	real	b	flexref_21.pdb	0.731	rigidbody_31.pdb	0.635	0.096
7voaA	real	b	flexref_61.pdb	0.673	rigidbody_312.pdb	0.519	0.154
7voaA	real	b	flexref_19.pdb	0.731	rigidbody_107.pdb	0.635	0.096
7voaA	real	b	flexref_35.pdb	0.712	rigidbody_328.pdb	0.519	0.193
7voaA	real	b	flexref_42.pdb	0.692	rigidbody_353.pdb	0.558	0.134
7voaA	real	b	flexref_2.pdb	0.731	rigidbody_18.pdb	0.673	0.058
7voaA	real	b	flexref_31.pdb	0.712	rigidbody_287.pdb	0.519	0.193
7voaA	real	b	flexref_7.pdb	0.769	rigidbody_40.pdb	0.673	0.096
7voaA	real	b	flexref_4.pdb	0.750	rigidbody_94.pdb	0.673	0.077
7voaA	real	b	flexref_13.pdb	0.750	rigidbody_62.pdb	0.692	0.058
7voaA	real	b	flexref_137.pdb	0.538	rigidbody_445.pdb	0.346	0.192
7voaA	real	b	flexref_34.pdb	0.596	rigidbody_323.pdb	0.519	0.077
7voaA	real	b	flexref_16.pdb	0.635	rigidbody_1.pdb	0.673	-0.038
7voaA	real	b	flexref_50.pdb	0.731	rigidbody_12.pdb	0.596	0.135
7voaA	real	b	flexref_54.pdb	0.481	rigidbody_39.pdb	0.385	0.096
7voaA	real	b	flexref_3.pdb	0.750	rigidbody_44.pdb	0.673	0.077
7voaA	real	b	flexref_40.pdb	0.462	rigidbody_84.pdb	0.385	0.077
7voaA	real	b	flexref_52.pdb	0.692	rigidbody_301.pdb	0.538	0.154
7voaA	real	b	flexref_132.pdb	0.462	rigidbody_494.pdb	0.327	0.135
7voaA	real	b	flexref_38.pdb	0.404	rigidbody_56.pdb	0.365	0.039
7voaA	real	b	flexref_26.pdb	0.692	rigidbody_38.pdb	0.673	0.019
7voaA	real	b	flexref_27.pdb	0.750	rigidbody_59.pdb	0.654	0.096
7voaA	real	b	flexref_66.pdb	0.500	rigidbody_101.pdb	0.385	0.115
7voaA	real	b	flexref_58.pdb	0.481	rigidbody_97.pdb	0.365	0.116
7voaA	real	b	flexref_47.pdb	0.365	rigidbody_7.pdb	0.365	0.000
7voaA	real	b	flexref_73.pdb	0.385	rigidbody_27.pdb	0.288	0.097
7voaA	real	b	flexref_62.pdb	0.385	rigidbody_342.pdb	0.288	0.097
7voaA	real	b	flexref_9.pdb	0.750	rigidbody_54.pdb	0.654	0.096
7voaA	real	b	flexref_51.pdb	0.365	rigidbody_42.pdb	0.365	0.000
7voaA	real	b	flexref_41.pdb	0.404	rigidbody_65.pdb	0.385	0.019
7voaA	real	b	flexref_12.pdb	0.750	rigidbody_43.pdb	0.673	0.077
7voaA	real	b	flexref_183.pdb	0.596	rigidbody_561.pdb	0.385	0.211
7voaA	real	b	flexref_15.pdb	0.712	rigidbody_53.pdb	0.654	0.058
7voaA	real	b	flexref_22.pdb	0.692	rigidbody_61.pdb	0.654	0.038
7voaA	real	b	flexref_192.pdb	0.385	rigidbody_298.pdb	0.269	0.116
7voaA	real	b	flexref_29.pdb	0.692	rigidbody_311.pdb	0.519	0.173
7voaA	real	b	flexref_45.pdb	0.423	rigidbody_75.pdb	0.385	0.038
7voaA	real	b	flexref_113.pdb	0.481	rigidbody_22.pdb	0.327	0.154
7voaA	real	b	flexref_67.pdb	0.654	rigidbody_20.pdb	0.404	0.250
7voaA	real	b	flexref_18.pdb	0.769	rigidbody_95.pdb	0.673	0.096
7voaA	real	b	flexref_103.pdb	0.712	rigidbody_425.pdb	0.481	0.231
7voaA	real	b	flexref_8.pdb	0.788	rigidbody_74.pdb	0.673	0.115
7voaA	real	b	flexref_64.pdb	0.462	rigidbody_30.pdb	0.365	0.097
7voaA	real	b	flexref_171.pdb	0.596	rigidbody_442.pdb	0.365	0.231
7voaA	real	b	flexref_30.pdb	0.731	rigidbody_346.pdb	0.519	0.212
7voaA	real	b	flexref_111.pdb	0.519	rigidbody_492.pdb	0.346	0.173
7voaA	real	b	flexref_48.pdb	0.654	rigidbody_302.pdb	0.500	0.154
7voaA	real	b	flexref_106.pdb	0.538	rigidbody_435.pdb	0.365	0.173
7voaA	real	b	flexref_49.pdb	0.654	rigidbody_387.pdb	0.519	0.135
7voaA	real	b	flexref_37.pdb	0.635	rigidbody_377.pdb	0.519	0.116
7voaA	real	b	flexref_170.pdb	0.558	rigidbody_458.pdb	0.346	0.212
7voaA	real	b	flexref_44.pdb	0.731	rigidbody_343.pdb	0.481	0.250
7voaA	real	b	flexref_43.pdb	0.423	rigidbody_17.pdb	0.365	0.058
7voaA	real	b	flexref_20.pdb	0.654	rigidbody_112.pdb	0.654	0.000
7voaA	real	b	flexref_142.pdb	0.596	rigidbody_431.pdb	0.346	0.250
7voaA	real	b	flexref_188.pdb	0.635	rigidbody_360.pdb	0.308	0.327
7voaA	real	b	flexref_133.pdb	0.442	rigidbody_77.pdb	0.327	0.115
7voaA	real	b	flexref_108.pdb	0.442	rigidbody_8.pdb	0.327	0.115
7voaA	real	b	flexref_23.pdb	0.788	rigidbody_5.pdb	0.673	0.115
7voaA	real	b	flexref_53.pdb	0.385	rigidbody_51.pdb	0.365	0.020
7voaA	real	b	flexref_83.pdb	0.673	rigidbody_359.pdb	0.442	0.231
7voaA	real	b	flexref_25.pdb	0.673	rigidbody_108.pdb	0.673	0.000
7voaA	real	b	flexref_39.pdb	0.231	rigidbody_63.pdb	0.346	-0.115
7voaA	real	b	flexref_6.pdb	0.692	rigidbody_126.pdb	0.654	0.038
7voaA	real	b	flexref_59.pdb	0.692	rigidbody_87.pdb	0.635	0.057
7voaA	real	b	flexref_5.pdb	0.577	rigidbody_140.pdb	0.654	-0.077
7voaA	real	b	flexref_10.pdb	0.731	rigidbody_41.pdb	0.654	0.077
7voaA	real	b	flexref_28.pdb	0.558	rigidbody_410.pdb	0.462	0.096
7voaA	real	b	flexref_174.pdb	0.423	rigidbody_306.pdb	0.346	0.077
7voaA	real	b	flexref_149.pdb	0.346	rigidbody_361.pdb	0.365	-0.019
7voaA	real	b	flexref_104.pdb	0.462	rigidbody_443.pdb	0.365	0.097
7voaA	real	b	flexref_110.pdb	0.500	rigidbody_499.pdb	0.346	0.154
7voaA	real	b	flexref_60.pdb	0.654	rigidbody_398.pdb	0.519	0.135
7voaA	real	b	flexref_200.pdb	0.385	rigidbody_382.pdb	0.250	0.135
7voaA	real	b	flexref_65.pdb	0.365	rigidbody_405.pdb	0.288	0.077
7voaA	real	b	flexref_56.pdb	0.538	rigidbody_329.pdb	0.404	0.134
7voaA	real	b	flexref_57.pdb	0.269	rigidbody_367.pdb	0.288	-0.019
7voaA	real	b	flexref_69.pdb	0.558	rigidbody_422.pdb	0.308	0.250
7voaA	real	b	flexref_33.pdb	0.596	rigidbody_297.pdb	0.462	0.134
7voaA	real	b	flexref_70.pdb	0.327	rigidbody_28.pdb	0.365	-0.038
7voaA	real	b	flexref_173.pdb	0.288	rigidbody_530.pdb	0.346	-0.058
7voaA	real	b	flexref_159.pdb	0.500	rigidbody_150.pdb	0.481	0.019
7voaA	real	b	flexref_147.pdb	0.558	rigidbody_487.pdb	0.365	0.193
7voaA	real	b	flexref_71.pdb	0.692	rigidbody_106.pdb	0.404	0.288
7voaA	real	b	flexref_32.pdb	0.635	rigidbody_292.pdb	0.519	0.116
7voaA	real	b	flexref_55.pdb	0.692	rigidbody_64.pdb	0.673	0.019
7voaA	real	b	flexref_76.pdb	0.462	rigidbody_299.pdb	0.308	0.154
7voaA	real	b	flexref_172.pdb	0.442	rigidbody_544.pdb	0.346	0.096
7voaA	real	b	flexref_134.pdb	0.442	rigidbody_423.pdb	0.442	0.000
7voaA	real	b	flexref_77.pdb	0.442	rigidbody_347.pdb	0.327	0.115
7voaA	real	b	flexref_85.pdb	0.500	rigidbody_189.pdb	0.500	0.000
7voaA	real	b	flexref_74.pdb	0.288	rigidbody_364.pdb	0.269	0.019
7voaA	real	b	flexref_118.pdb	0.269	rigidbody_296.pdb	0.192	0.077
7voaA	real	b	flexref_191.pdb	0.500	rigidbody_223.pdb	0.519	-0.019
7voaA	real	b	flexref_136.pdb	0.577	rigidbody_158.pdb	0.519	0.058
7voaA	twohit	u	flexref_5.pdb	0.346	rigidbody_436.pdb	0.385	-0.039
7voaA	twohit	u	flexref_63.pdb	0.481	rigidbody_377.pdb	0.250	0.231
7voaA	twohit	u	flexref_153.pdb	0.308	rigidbody_42.pdb	0.250	0.058
7voaA	twohit	u	flexref_151.pdb	0.404	rigidbody_491.pdb	0.404	0.000
7voaA	twohit	u	flexref_100.pdb	0.442	rigidbody_348.pdb	0.327	0.115
7voaA	loose	u	flexref_61.pdb	0.442	rigidbody_450.pdb	0.365	0.077
7voaA	loose	u	flexref_63.pdb	0.442	rigidbody_542.pdb	0.250	0.192
7voaA	loose	u	flexref_79.pdb	0.462	rigidbody_520.pdb	0.365	0.097
7voaA	loose	u	flexref_32.pdb	0.269	rigidbody_47.pdb	0.231	0.038
7voaA	loose	u	flexref_33.pdb	0.423	rigidbody_443.pdb	0.385	0.038
7voaA	loose	u	flexref_3.pdb	0.346	rigidbody_540.pdb	0.231	0.115
7voaA	loose	u	flexref_62.pdb	0.462	rigidbody_306.pdb	0.346	0.116
7voaA	loose	u	flexref_121.pdb	0.327	rigidbody_567.pdb	0.308	0.019
7voaA	loose	u	flexref_49.pdb	0.404	rigidbody_527.pdb	0.404	0.000
7voaA	loose	u	flexref_114.pdb	0.308	rigidbody_525.pdb	0.308	0.000
7voaA	loose	u	flexref_127.pdb	0.308	rigidbody_208.pdb	0.308	0.000
7voaA	loose	u	flexref_124.pdb	0.346	rigidbody_408.pdb	0.269	0.077
7voaA	loose	u	flexref_47.pdb	0.385	rigidbody_555.pdb	0.385	0.000
7voaA	loose	u	flexref_180.pdb	0.346	rigidbody_483.pdb	0.346	0.000
7voaA	loose	u	flexref_52.pdb	0.385	rigidbody_534.pdb	0.404	-0.019
7voaA	loose	u	flexref_76.pdb	0.346	rigidbody_430.pdb	0.365	-0.019
7voaA	loose	u	flexref_152.pdb	0.385	rigidbody_472.pdb	0.385	0.000
7voaA	loose	u	flexref_120.pdb	0.365	rigidbody_513.pdb	0.365	0.000
7voaA	loose	u	flexref_91.pdb	0.327	rigidbody_493.pdb	0.385	-0.058
7voaA	loose	u	flexref_19.pdb	0.385	rigidbody_325.pdb	0.288	0.097
7voaA	loose	u	flexref_46.pdb	0.346	rigidbody_529.pdb	0.385	-0.039
7voaA	loose	u	flexref_179.pdb	0.327	rigidbody_54.pdb	0.173	0.154
7voaA	loose	u	flexref_11.pdb	0.404	rigidbody_354.pdb	0.346	0.058
7voaA	loose	u	flexref_22.pdb	0.346	rigidbody_436.pdb	0.365	-0.019
7voaA	loose	u	flexref_162.pdb	0.423	rigidbody_110.pdb	0.269	0.154
7voaA	loose	u	flexref_31.pdb	0.404	rigidbody_321.pdb	0.288	0.116
7voaA	loose	u	flexref_100.pdb	0.365	rigidbody_52.pdb	0.308	0.057
7voaA	loose	u	flexref_163.pdb	0.192	rigidbody_644.pdb	0.231	-0.039
7voaA	loose	u	flexref_192.pdb	0.385	rigidbody_557.pdb	0.327	0.058
7voaA	loose	u	flexref_151.pdb	0.269	rigidbody_429.pdb	0.404	-0.135
7voaA	loose	u	flexref_132.pdb	0.442	rigidbody_67.pdb	0.346	0.096
7voaA	loose	u	flexref_77.pdb	0.423	rigidbody_658.pdb	0.365	0.058
7voaA	loose	u	flexref_21.pdb	0.212	rigidbody_548.pdb	0.288	-0.076
7voaA	loose	u	flexref_7.pdb	0.327	rigidbody_35.pdb	0.288	0.039
7tgiB	real	u	flexref_159.pdb	0.891	rigidbody_306.pdb	0.582	0.309
7tgiB	real	u	flexref_90.pdb	0.927	rigidbody_413.pdb	0.636	0.291
7tgiB	real	u	flexref_108.pdb	0.909	rigidbody_358.pdb	0.618	0.291
7tgiB	real	u	flexref_62.pdb	0.836	rigidbody_372.pdb	0.636	0.200
7tgiB	real	u	flexref_197.pdb	0.836	rigidbody_290.pdb	0.545	0.291
7tgiB	real	u	flexref_182.pdb	0.891	rigidbody_326.pdb	0.527	0.364
7tgiB	real	u	flexref_37.pdb	0.836	rigidbody_323.pdb	0.618	0.218
7tgiB	real	u	flexref_61.pdb	0.836	rigidbody_307.pdb	0.618	0.218
7tgiB	real	u	flexref_73.pdb	0.873	rigidbody_421.pdb	0.509	0.364
7tgiB	real	u	flexref_39.pdb	0.836	rigidbody_369.pdb	0.491	0.345
7tgiB	real	u	flexref_52.pdb	0.891	rigidbody_408.pdb	0.636	0.255
7tgiB	real	u	flexref_50.pdb	0.836	rigidbody_337.pdb	0.491	0.345
7tgiB	real	u	flexref_66.pdb	0.709	rigidbody_380.pdb	0.636	0.073
7tgiB	real	u	flexref_5.pdb	0.673	rigidbody_721.pdb	0.491	0.182
7tgiB	real	u	flexref_114.pdb	0.855	rigidbody_302.pdb	0.600	0.255
7tgiB	real	u	flexref_149.pdb	0.891	rigidbody_339.pdb	0.509	0.382
7tgiB	real	u	flexref_38.pdb	0.655	rigidbody_757.pdb	0.509	0.146
7tgiB	real	u	flexref_34.pdb	0.564	rigidbody_851.pdb	0.418	0.146
7tgiB	real	u	flexref_20.pdb	0.764	rigidbody_784.pdb	0.545	0.219
7tgiB	real	u	flexref_2.pdb	0.655	rigidbody_736.pdb	0.527	0.128
7tgiB	real	u	flexref_9.pdb	0.582	rigidbody_828.pdb	0.509	0.073
7tgiB	real	u	flexref_55.pdb	0.709	rigidbody_330.pdb	0.582	0.127
7tgiB	real	u	flexref_29.pdb	0.655	rigidbody_288.pdb	0.636	0.019
7tgiB	real	u	flexref_28.pdb	0.600	rigidbody_847.pdb	0.491	0.109
7tgiB	real	u	flexref_156.pdb	0.527	rigidbody_336.pdb	0.545	-0.018
7tgiB	real	u	flexref_139.pdb	0.764	rigidbody_286.pdb	0.582	0.182
7tgiB	real	u	flexref_3.pdb	0.582	rigidbody_796.pdb	0.418	0.164
7tgiB	real	u	flexref_23.pdb	0.655	rigidbody_790.pdb	0.509	0.146
7tgiB	real	u	flexref_11.pdb	0.636	rigidbody_741.pdb	0.436	0.200
7tgiB	real	u	flexref_195.pdb	0.509	rigidbody_375.pdb	0.345	0.164
7tgiB	real	u	flexref_196.pdb	0.491	rigidbody_341.pdb	0.345	0.146
7tgiB	real	u	flexref_41.pdb	0.655	rigidbody_745.pdb	0.491	0.164
7tgiB	real	u	flexref_69.pdb	0.782	rigidbody_319.pdb	0.436	0.346
7tgiB	real	u	flexref_14.pdb	0.636	rigidbody_726.pdb	0.509	0.127
7tgiB	real	u	flexref_163.pdb	0.527	rigidbody_377.pdb	0.545	-0.018
7tgiB	real	u	flexref_4.pdb	0.636	rigidbody_829.pdb	0.491	0.145
7tgiB	real	u	flexref_15.pdb	0.636	rigidbody_719.pdb	0.491	0.145
7tgiB	real	u	flexref_59.pdb	0.636	rigidbody_812.pdb	0.509	0.127
7tgiB	real	u	flexref_151.pdb	0.636	rigidbody_940.pdb	0.345	0.291
7tgiB	real	u	flexref_157.pdb	0.545	rigidbody_833.pdb	0.327	0.218
7tgiB	real	u	flexref_24.pdb	0.618	rigidbody_834.pdb	0.509	0.109
7tgiB	real	u	flexref_43.pdb	0.691	rigidbody_839.pdb	0.491	0.200
7tgiB	real	u	flexref_30.pdb	0.582	rigidbody_842.pdb	0.382	0.200
7tgiB	real	u	flexref_120.pdb	0.545	rigidbody_725.pdb	0.400	0.145
7tgiB	real	u	flexref_16.pdb	0.600	rigidbody_771.pdb	0.491	0.109
7tgiB	real	u	flexref_191.pdb	0.855	rigidbody_373.pdb	0.473	0.382
7tgiB	real	u	flexref_18.pdb	0.618	rigidbody_742.pdb	0.473	0.145
7tgiB	real	u	flexref_19.pdb	0.655	rigidbody_819.pdb	0.473	0.182
7tgiB	real	u	flexref_13.pdb	0.545	rigidbody_712.pdb	0.509	0.036
7tgiB	real	u	flexref_198.pdb	0.491	rigidbody_332.pdb	0.345	0.146
7tgiB	real	u	flexref_1.pdb	0.691	rigidbody_807.pdb	0.473	0.218
7tgiB	real	u	flexref_104.pdb	0.527	rigidbody_356.pdb	0.364	0.163
7tgiB	real	u	flexref_46.pdb	0.709	rigidbody_774.pdb	0.491	0.218
7tgiB	real	u	flexref_106.pdb	0.455	rigidbody_835.pdb	0.382	0.073
7tgiB	real	u	flexref_12.pdb	0.673	rigidbody_825.pdb	0.455	0.218
7tgiB	real	u	flexref_116.pdb	0.473	rigidbody_715.pdb	0.400	0.073
7tgiB	real	u	flexref_167.pdb	0.436	rigidbody_403.pdb	0.345	0.091
7tgiB	real	u	flexref_162.pdb	0.545	rigidbody_379.pdb	0.364	0.181
7tgiB	real	u	flexref_141.pdb	0.545	rigidbody_986.pdb	0.364	0.181
7tgiB	real	u	flexref_27.pdb	0.600	rigidbody_840.pdb	0.436	0.164
